;Coffee;Coffee_late;Exercise;Exercise late;Phone activity;Noise;Relaxed;Sleep Score
69121;-1;0;1;-1;-1;1;1;100
69122;1;-1;1;1;1;-1;1;95
69123;-1;0;1;1;-1;-1;1;100
69124;1;-1;-1;0;1;-1;-1;77
69125;-1;0;1;-1;-1;-1;1;100
69126;1;1;-1;0;1;-1;1;69
69127;1;1;-1;0;1;-1;-1;36
69128;-1;0;-1;0;-1;1;-1;84
69129;1;1;-1;0;1;1;1;35
69130;1;-1;1;-1;1;-1;-1;100
69131;1;1;-1;0;1;1;1;49
69132;1;1;-1;0;1;1;-1;38
69133;-1;0;-1;0;1;-1;-1;63
69134;1;1;-1;0;-1;-1;1;100
69135;1;-1;1;-1;-1;1;-1;100
69136;1;-1;1;-1;1;1;-1;100
69137;-1;0;1;1;1;-1;-1;82
69138;1;1;1;-1;1;-1;-1;65
69139;-1;0;-1;0;-1;1;-1;95
69140;-1;0;1;-1;1;1;1;91
69141;-1;0;1;-1;-1;1;1;100
69142;-1;0;-1;0;1;-1;-1;64
69143;1;-1;-1;0;1;-1;-1;88
69144;-1;0;-1;0;-1;-1;1;100
69145;1;-1;-1;0;1;-1;1;100
69146;1;-1;-1;0;-1;1;-1;100
69147;1;-1;-1;0;1;-1;1;100
69148;-1;0;-1;0;1;-1;-1;71
69149;1;1;-1;0;-1;1;1;96
69150;-1;0;1;1;1;1;1;71
69151;-1;0;1;-1;-1;1;-1;100
69152;1;1;-1;0;1;-1;-1;60
69153;-1;0;-1;0;-1;-1;1;100
69154;1;-1;1;-1;-1;1;-1;100
69155;-1;0;1;1;-1;1;-1;100
69156;-1;0;-1;0;1;1;1;65
69157;-1;0;-1;0;1;1;1;56
69158;-1;0;-1;0;1;1;-1;49
69159;-1;0;-1;0;-1;-1;-1;96
69160;-1;0;1;-1;1;1;-1;76
69161;1;1;1;1;-1;-1;-1;100
69162;1;-1;1;-1;1;-1;-1;100
69163;1;1;1;-1;1;1;1;81
69164;-1;0;-1;0;-1;-1;1;100
69165;-1;0;1;-1;1;1;1;95
69166;1;1;-1;0;1;-1;-1;43
69167;1;-1;1;1;1;-1;1;100
69168;-1;0;-1;0;1;1;-1;46
69169;1;-1;1;1;1;-1;-1;100
69170;-1;0;-1;0;-1;1;1;100
69171;1;1;-1;0;-1;1;-1;87
69172;-1;0;1;1;-1;-1;1;100
69173;-1;0;-1;0;-1;1;-1;100
69174;1;1;1;-1;1;1;1;55
69175;1;-1;1;-1;1;1;-1;100
69176;1;-1;-1;0;1;-1;1;100
69177;1;-1;-1;0;1;-1;1;100
69178;1;-1;1;1;1;1;-1;95
69179;1;-1;-1;0;-1;1;1;100
69180;1;-1;-1;0;-1;-1;1;100
69181;-1;0;-1;0;1;1;-1;50
69182;1;-1;1;-1;1;1;-1;84
69183;1;-1;1;-1;-1;-1;1;100
69184;-1;0;1;-1;-1;-1;-1;100
69185;1;-1;-1;0;1;-1;1;93
69186;-1;0;-1;0;1;1;-1;55
69187;1;-1;1;-1;-1;-1;1;100
69188;-1;0;1;1;1;1;-1;88
69189;1;1;-1;0;1;-1;1;59
69190;1;1;1;1;-1;-1;-1;95
69191;-1;0;1;1;-1;-1;1;100
69192;1;-1;1;1;-1;-1;-1;100
69193;-1;0;1;1;-1;1;1;100
69194;-1;0;-1;0;-1;-1;1;100
69195;1;-1;1;1;1;-1;-1;100
69196;-1;0;1;1;1;1;-1;53
69197;1;1;1;1;1;-1;-1;49
69198;1;-1;-1;0;-1;-1;-1;100
69199;-1;0;1;1;-1;-1;1;100
69200;1;1;-1;0;1;1;1;45
69201;1;1;-1;0;-1;1;-1;77
69202;-1;0;1;1;-1;1;1;100
69203;1;-1;-1;0;-1;-1;-1;100
69204;1;-1;-1;0;-1;1;-1;100
69205;1;1;-1;0;-1;1;1;67
69206;1;-1;1;1;-1;-1;1;100
69207;1;-1;-1;0;-1;1;-1;100
69208;-1;0;1;-1;-1;1;-1;100
69209;-1;0;1;-1;-1;-1;1;100
69210;-1;0;1;1;-1;-1;1;100
69211;-1;0;-1;0;1;-1;-1;73
69212;-1;0;1;-1;-1;1;1;100
69213;-1;0;-1;0;-1;-1;-1;100
69214;1;-1;1;1;1;-1;1;100
69215;-1;0;1;1;1;1;-1;62
69216;1;1;1;1;1;-1;1;71
69217;-1;0;-1;0;-1;1;1;100
69218;-1;0;-1;0;-1;-1;-1;100
69219;1;-1;-1;0;-1;-1;1;100
69220;-1;0;-1;0;-1;1;-1;93
69221;1;-1;1;-1;1;-1;1;100
69222;1;1;1;1;-1;1;-1;82
69223;1;-1;-1;0;1;-1;-1;91
69224;-1;0;-1;0;-1;1;-1;73
69225;1;1;-1;0;-1;1;-1;67
69226;-1;0;1;-1;-1;-1;1;100
69227;1;1;-1;0;-1;-1;1;95
69228;1;-1;-1;0;1;-1;-1;88
69229;-1;0;-1;0;1;1;-1;32
69230;-1;0;-1;0;-1;1;-1;100
69231;1;1;1;1;1;-1;-1;75
69232;-1;0;-1;0;1;-1;-1;63
69233;1;-1;1;-1;-1;1;1;100
69234;-1;0;-1;0;-1;-1;-1;100
69235;-1;0;1;-1;1;-1;-1;83
69236;-1;0;-1;0;1;1;1;84
69237;1;1;1;-1;1;1;1;65
69238;1;1;1;1;-1;1;-1;82
69239;1;1;1;-1;-1;1;-1;100
69240;1;1;1;-1;1;1;-1;33
69241;1;1;-1;0;1;1;-1;32
69242;1;-1;-1;0;-1;-1;1;100
69243;1;-1;1;-1;1;1;-1;80
69244;-1;0;1;-1;-1;1;-1;100
69245;-1;0;1;-1;-1;-1;1;100
69246;-1;0;1;1;-1;-1;-1;100
69247;-1;0;-1;0;1;1;1;85
69248;1;1;1;1;1;1;-1;35
69249;-1;0;-1;0;-1;1;1;96
69250;-1;0;1;-1;-1;1;1;100
69251;1;1;-1;0;1;1;-1;43
69252;-1;0;1;-1;-1;-1;-1;100
69253;-1;0;1;1;-1;-1;1;100
69254;-1;0;-1;0;1;1;1;49
69255;1;1;-1;0;1;1;-1;11
69256;-1;0;-1;0;1;-1;-1;56
69257;-1;0;1;-1;1;1;-1;75
69258;1;-1;-1;0;-1;-1;-1;100
69259;1;1;1;1;-1;1;-1;83
69260;-1;0;-1;0;1;1;-1;54
69261;-1;0;1;-1;-1;-1;-1;100
69262;1;1;1;1;-1;-1;1;100
69263;1;1;1;1;-1;-1;1;100
69264;1;-1;1;-1;1;-1;1;100
69265;-1;0;1;1;-1;-1;-1;100
69266;1;-1;-1;0;1;1;1;84
69267;1;1;-1;0;-1;-1;-1;64
69268;-1;0;1;-1;-1;1;-1;100
69269;-1;0;-1;0;-1;-1;-1;100
69270;-1;0;1;1;1;1;-1;55
69271;-1;0;1;1;1;-1;-1;82
69272;1;1;-1;0;1;1;-1;42
69273;1;-1;-1;0;1;1;-1;84
69274;1;1;1;1;1;-1;-1;62
69275;-1;0;-1;0;-1;-1;-1;100
69276;-1;0;1;-1;-1;1;1;100
69277;-1;0;1;-1;1;-1;-1;75
69278;1;-1;-1;0;1;1;1;74
69279;1;1;1;1;-1;1;1;77
69280;1;1;1;1;-1;-1;1;100
69281;1;1;-1;0;-1;1;1;100
69282;1;-1;1;-1;1;-1;1;100
69283;1;-1;1;-1;-1;1;1;100
69284;-1;0;-1;0;1;1;-1;75
69285;-1;0;-1;0;-1;1;-1;97
69286;-1;0;-1;0;1;1;-1;73
69287;1;1;-1;0;1;1;-1;32
69288;1;-1;1;1;-1;-1;1;100
69289;1;1;-1;0;1;1;-1;4
69290;-1;0;-1;0;1;1;1;84
69291;1;-1;1;1;-1;1;-1;100
69292;1;1;1;1;-1;-1;-1;100
69293;1;-1;-1;0;1;-1;1;90
69294;1;1;1;-1;-1;-1;-1;100
69295;-1;0;1;-1;-1;-1;1;100
69296;1;1;-1;0;1;-1;1;59
69297;-1;0;-1;0;1;1;1;43
69298;-1;0;1;-1;1;-1;-1;88
69299;1;1;-1;0;-1;-1;1;100
69300;1;-1;1;-1;-1;-1;1;100
69301;1;1;1;1;1;1;1;33
69302;1;1;-1;0;1;1;1;57
69303;-1;0;1;1;-1;-1;1;100
69304;1;1;-1;0;1;1;1;60
69305;1;1;1;-1;1;1;1;66
69306;1;1;1;1;1;1;1;62
69307;1;-1;-1;0;1;1;1;95
69308;-1;0;-1;0;-1;-1;-1;100
69309;-1;0;1;1;1;1;-1;50
69310;1;1;1;-1;1;-1;-1;52
69311;-1;0;-1;0;1;1;1;67
69312;-1;0;-1;0;-1;1;1;100
69313;-1;0;-1;0;-1;1;1;100
69314;1;1;-1;0;-1;-1;-1;100
69315;-1;0;-1;0;1;1;-1;46
69316;-1;0;-1;0;1;-1;1;89
69317;1;1;-1;0;-1;-1;-1;93
69318;1;1;1;1;1;-1;1;67
69319;-1;0;1;1;1;-1;-1;78
69320;1;-1;1;-1;-1;-1;-1;100
69321;-1;0;-1;0;1;1;1;61
69322;-1;0;-1;0;1;1;-1;58
69323;1;-1;-1;0;-1;-1;-1;100
69324;-1;0;1;1;-1;1;-1;97
69325;1;-1;-1;0;1;1;1;99
69326;1;-1;1;1;-1;1;1;100
69327;-1;0;-1;0;1;1;1;53
69328;-1;0;-1;0;-1;-1;-1;100
69329;-1;0;1;-1;1;1;1;87
69330;-1;0;-1;0;-1;1;-1;77
69331;-1;0;-1;0;-1;-1;1;100
69332;1;-1;1;1;1;1;1;95
69333;1;1;1;-1;1;1;1;50
69334;1;-1;1;1;-1;1;1;100
69335;-1;0;-1;0;1;-1;1;88
69336;1;1;1;1;-1;-1;1;100
69337;1;1;1;-1;-1;-1;-1;100
69338;-1;0;-1;0;1;-1;1;94
69339;-1;0;-1;0;1;-1;1;85
69340;1;1;1;1;1;1;-1;58
69341;-1;0;1;-1;1;1;-1;84
69342;1;1;-1;0;1;1;1;47
69343;1;-1;1;-1;-1;-1;-1;100
69344;1;-1;-1;0;-1;-1;-1;100
69345;1;1;1;1;-1;1;1;100
69346;1;1;1;-1;-1;-1;1;100
69347;1;-1;-1;0;1;1;-1;71
69348;-1;0;1;1;-1;1;-1;100
69349;-1;0;1;-1;-1;-1;-1;100
69350;1;-1;-1;0;1;-1;-1;85
69351;-1;0;1;-1;1;-1;-1;96
69352;1;-1;1;1;-1;-1;1;100
69353;-1;0;-1;0;1;1;-1;61
69354;-1;0;1;1;1;1;1;82
69355;1;1;1;1;-1;-1;1;97
69356;1;1;-1;0;-1;1;-1;91
69357;-1;0;1;-1;1;-1;1;100
69358;-1;0;-1;0;1;1;-1;34
69359;-1;0;-1;0;-1;1;1;100
69360;-1;0;-1;0;1;-1;-1;63
69361;1;1;-1;0;-1;1;1;100
69362;1;1;-1;0;1;1;-1;54
69363;1;1;-1;0;-1;1;-1;82
69364;1;-1;1;1;1;-1;-1;68
69365;-1;0;-1;0;1;1;-1;42
69366;1;1;1;1;1;-1;-1;63
69367;-1;0;-1;0;1;1;-1;37
69368;1;1;-1;0;1;1;1;47
69369;1;1;1;1;1;-1;1;88
69370;1;-1;-1;0;-1;1;1;100
69371;1;1;-1;0;-1;1;1;79
69372;1;-1;1;1;1;1;1;100
69373;-1;0;-1;0;1;1;1;74
69374;-1;0;-1;0;1;1;-1;59
69375;1;1;-1;0;1;-1;1;86
69376;-1;0;-1;0;-1;1;1;100
69377;-1;0;-1;0;-1;-1;1;100
69378;1;1;-1;0;1;1;-1;25
69379;-1;0;-1;0;1;-1;1;74
69380;1;1;-1;0;1;1;1;39
69381;-1;0;-1;0;1;-1;-1;76
69382;-1;0;1;1;-1;1;1;100
69383;-1;0;1;-1;1;1;-1;91
69384;-1;0;1;1;1;-1;-1;85
69385;1;-1;1;-1;1;-1;1;100
69386;-1;0;1;-1;-1;1;1;100
69387;1;1;-1;0;-1;1;-1;60
69388;-1;0;-1;0;1;-1;1;97
69389;-1;0;1;-1;-1;1;1;100
69390;-1;0;1;1;-1;-1;-1;100
69391;-1;0;1;-1;-1;-1;-1;100
69392;1;-1;1;-1;1;-1;1;100
69393;1;1;-1;0;1;1;-1;26
69394;-1;0;1;1;-1;-1;1;100
69395;1;1;-1;0;1;1;1;50
69396;1;-1;1;1;-1;1;-1;100
69397;1;-1;1;1;-1;1;-1;100
69398;-1;0;1;1;1;1;-1;45
69399;1;-1;1;-1;1;-1;1;100
69400;-1;0;1;1;1;1;1;85
69401;-1;0;1;-1;-1;1;1;100
69402;1;1;1;-1;-1;1;-1;100
69403;-1;0;-1;0;1;-1;-1;69
69404;1;-1;1;-1;-1;1;-1;100
69405;1;1;-1;0;-1;1;-1;54
69406;1;-1;-1;0;-1;-1;-1;100
69407;-1;0;1;1;1;-1;-1;82
69408;1;-1;1;-1;-1;-1;-1;100
69409;-1;0;1;1;1;1;1;85
69410;1;-1;-1;0;-1;1;1;100
69411;1;-1;-1;0;1;1;1;100
69412;-1;0;-1;0;-1;-1;-1;100
69413;1;1;1;1;-1;-1;1;100
69414;1;-1;-1;0;1;1;1;85
69415;1;1;1;-1;1;-1;-1;92
69416;-1;0;-1;0;-1;-1;-1;100
69417;1;1;1;1;1;1;1;68
69418;1;1;1;-1;1;1;-1;67
69419;-1;0;1;1;1;1;1;87
69420;1;1;1;-1;1;-1;1;100
69421;1;1;-1;0;1;-1;-1;32
69422;-1;0;1;1;-1;1;-1;100
69423;-1;0;1;1;-1;1;-1;100
69424;-1;0;1;-1;1;1;-1;68
69425;1;1;-1;0;-1;-1;-1;80
69426;-1;0;-1;0;1;1;1;75
69427;-1;0;1;1;-1;-1;1;100
69428;-1;0;1;1;1;-1;-1;89
69429;1;-1;-1;0;-1;-1;1;100
69430;-1;0;-1;0;1;-1;1;82
69431;1;-1;1;-1;-1;-1;1;100
69432;-1;0;-1;0;1;1;1;83
69433;-1;0;1;-1;1;1;1;86
69434;-1;0;-1;0;1;1;-1;62
69435;1;-1;-1;0;1;1;-1;69
69436;-1;0;1;-1;-1;-1;-1;100
69437;1;-1;-1;0;1;-1;1;96
69438;1;-1;1;1;1;-1;1;100
69439;1;1;1;1;1;-1;1;70
69440;-1;0;-1;0;-1;-1;-1;100
69441;1;-1;-1;0;1;1;-1;86
69442;1;1;1;1;-1;-1;-1;100
69443;-1;0;-1;0;1;1;-1;53
69444;-1;0;-1;0;1;1;1;67
69445;-1;0;1;1;-1;-1;-1;100
69446;-1;0;1;-1;-1;1;1;100
69447;1;1;-1;0;-1;1;-1;72
69448;-1;0;-1;0;1;-1;-1;81
69449;-1;0;-1;0;-1;1;-1;97
69450;-1;0;-1;0;1;-1;-1;52
69451;-1;0;-1;0;-1;-1;-1;99
69452;-1;0;1;-1;-1;-1;1;100
69453;-1;0;1;-1;1;-1;-1;90
69454;-1;0;-1;0;1;-1;1;86
69455;-1;0;1;-1;-1;1;1;100
69456;1;-1;-1;0;-1;-1;1;100
69457;-1;0;-1;0;-1;-1;-1;100
69458;1;1;-1;0;-1;-1;-1;100
69459;1;-1;-1;0;-1;-1;-1;100
69460;1;-1;1;1;1;-1;-1;100
69461;-1;0;1;-1;1;1;-1;82
69462;1;-1;-1;0;1;-1;-1;86
69463;-1;0;-1;0;1;1;1;76
69464;-1;0;-1;0;-1;1;1;100
69465;1;1;-1;0;1;1;-1;8
69466;-1;0;-1;0;-1;1;1;100
69467;1;1;1;-1;-1;-1;1;100
69468;-1;0;-1;0;-1;1;1;100
69469;1;1;1;1;-1;1;-1;89
69470;1;-1;1;1;1;1;-1;100
69471;-1;0;1;1;-1;-1;1;100
69472;-1;0;-1;0;-1;1;1;100
69473;-1;0;1;-1;1;1;1;87
69474;-1;0;-1;0;1;-1;1;94
69475;-1;0;-1;0;-1;1;1;100
69476;1;1;-1;0;-1;-1;-1;100
69477;-1;0;-1;0;-1;1;1;100
69478;1;1;-1;0;1;1;-1;35
69479;-1;0;1;-1;1;1;-1;84
69480;-1;0;-1;0;-1;-1;-1;99
69481;1;-1;-1;0;1;-1;-1;92
69482;1;-1;-1;0;-1;1;1;100
69483;-1;0;-1;0;1;1;-1;36
69484;1;1;1;1;1;-1;1;86
69485;-1;0;-1;0;1;-1;1;98
69486;1;-1;1;1;-1;1;-1;100
69487;-1;0;1;-1;-1;1;-1;100
69488;1;-1;-1;0;1;1;1;100
69489;1;-1;-1;0;1;1;-1;85
69490;-1;0;-1;0;1;1;-1;48
69491;-1;0;-1;0;1;1;1;81
69492;1;-1;1;-1;1;1;1;100
69493;1;1;-1;0;1;1;-1;24
69494;1;1;1;-1;-1;-1;1;100
69495;-1;0;1;1;1;-1;-1;78
69496;1;1;-1;0;1;-1;-1;38
69497;1;1;-1;0;1;1;1;66
69498;-1;0;-1;0;1;1;1;43
69499;1;1;-1;0;-1;-1;-1;100
69500;-1;0;-1;0;-1;1;-1;77
69501;1;-1;-1;0;-1;-1;1;100
69502;1;1;-1;0;-1;1;1;91
69503;1;-1;1;1;1;-1;1;94
69504;-1;0;-1;0;-1;1;-1;80
69505;-1;0;-1;0;1;-1;1;79
69506;-1;0;1;1;1;1;-1;58
69507;1;1;-1;0;1;1;-1;43
69508;-1;0;1;1;-1;1;-1;100
69509;-1;0;-1;0;-1;1;1;100
69510;1;-1;-1;0;1;-1;-1;64
69511;-1;0;1;-1;-1;-1;1;100
69512;-1;0;-1;0;-1;-1;-1;100
69513;1;1;1;-1;1;-1;1;100
69514;1;1;1;-1;-1;-1;-1;100
69515;-1;0;-1;0;1;-1;-1;59
69516;1;1;1;-1;1;1;-1;49
69517;-1;0;-1;0;-1;-1;-1;100
69518;1;-1;1;1;-1;1;-1;100
69519;-1;0;-1;0;1;1;-1;29
69520;-1;0;1;1;-1;1;-1;100
69521;1;1;1;1;1;1;1;40
69522;-1;0;-1;0;-1;1;-1;98
69523;1;-1;1;-1;1;1;1;100
69524;1;1;-1;0;1;-1;1;32
69525;1;-1;1;1;1;1;-1;74
69526;1;-1;-1;0;1;1;-1;71
69527;1;1;-1;0;-1;-1;-1;100
69528;-1;0;-1;0;1;-1;-1;52
69529;1;-1;1;-1;-1;-1;1;100
69530;-1;0;1;-1;1;1;-1;83
69531;1;1;1;1;1;1;-1;51
69532;1;1;1;-1;1;1;-1;66
69533;1;-1;1;-1;-1;-1;1;100
69534;-1;0;-1;0;1;-1;-1;71
69535;1;-1;-1;0;1;-1;1;92
69536;-1;0;-1;0;-1;-1;1;100
69537;1;1;1;-1;1;1;1;67
69538;1;1;1;-1;-1;1;-1;100
69539;-1;0;1;1;1;-1;-1;82
69540;1;-1;1;1;1;1;1;92
69541;1;1;-1;0;-1;1;-1;74
69542;-1;0;1;-1;1;-1;-1;81
69543;-1;0;1;1;1;1;-1;55
69544;1;-1;1;-1;1;1;1;100
69545;-1;0;1;1;-1;-1;-1;100
69546;-1;0;-1;0;1;1;-1;46
69547;-1;0;1;-1;-1;-1;1;100
69548;-1;0;1;-1;1;1;1;78
69549;-1;0;-1;0;1;1;-1;46
69550;-1;0;-1;0;-1;-1;-1;100
69551;1;-1;-1;0;-1;-1;1;100
69552;1;1;1;-1;1;-1;1;65
69553;1;-1;-1;0;-1;-1;-1;100
69554;1;1;-1;0;1;-1;1;54
69555;1;-1;-1;0;-1;1;-1;100
69556;-1;0;1;1;1;1;1;85
69557;-1;0;-1;0;1;-1;1;70
69558;1;1;1;1;1;-1;-1;35
69559;-1;0;-1;0;1;1;-1;38
69560;-1;0;1;-1;-1;-1;1;100
69561;-1;0;-1;0;-1;-1;-1;100
69562;-1;0;1;-1;1;1;-1;48
69563;-1;0;1;1;-1;-1;-1;100
69564;-1;0;1;-1;-1;1;1;100
69565;1;-1;1;-1;-1;1;-1;100
69566;1;-1;-1;0;-1;-1;-1;100
69567;1;-1;-1;0;-1;1;1;100
69568;-1;0;-1;0;1;-1;-1;52
69569;1;-1;1;-1;-1;1;1;100
69570;1;-1;1;-1;-1;-1;1;100
69571;-1;0;1;-1;-1;-1;-1;100
69572;-1;0;-1;0;-1;1;1;100
69573;-1;0;-1;0;1;-1;1;100
69574;1;-1;1;-1;-1;1;1;100
69575;1;-1;1;-1;1;-1;1;100
69576;-1;0;-1;0;-1;1;-1;89
69577;1;1;1;-1;1;-1;-1;60
69578;-1;0;-1;0;1;-1;1;87
69579;-1;0;1;1;-1;-1;-1;100
69580;-1;0;-1;0;-1;-1;1;100
69581;-1;0;1;1;1;-1;-1;73
69582;1;-1;-1;0;-1;-1;-1;100
69583;-1;0;1;-1;1;-1;-1;100
69584;1;-1;1;-1;1;-1;-1;100
69585;-1;0;1;1;1;-1;1;96
69586;-1;0;-1;0;1;-1;-1;70
69587;1;-1;-1;0;1;-1;-1;88
69588;-1;0;-1;0;-1;-1;1;100
69589;1;1;-1;0;1;-1;-1;32
69590;1;1;-1;0;-1;1;1;100
69591;-1;0;1;-1;1;-1;1;100
69592;-1;0;1;-1;-1;1;-1;100
69593;-1;0;1;1;1;1;1;99
69594;-1;0;1;1;1;-1;-1;86
69595;-1;0;-1;0;-1;1;1;100
69596;1;-1;1;-1;-1;-1;-1;100
69597;1;1;-1;0;1;-1;-1;41
69598;-1;0;1;1;-1;-1;-1;100
69599;-1;0;1;-1;1;1;-1;93
69600;1;-1;1;-1;1;-1;-1;100
69601;1;-1;1;1;1;-1;-1;100
69602;-1;0;1;1;-1;1;1;100
69603;-1;0;1;-1;1;-1;-1;91
69604;1;-1;-1;0;1;-1;1;100
69605;1;-1;-1;0;-1;-1;-1;100
69606;1;-1;-1;0;-1;-1;-1;100
69607;-1;0;-1;0;1;-1;1;100
69608;1;1;1;-1;1;-1;-1;86
69609;1;1;1;1;-1;-1;-1;100
69610;1;-1;1;1;-1;-1;-1;100
69611;1;1;-1;0;1;1;1;39
69612;-1;0;1;1;-1;1;1;100
69613;-1;0;1;-1;-1;1;1;100
69614;1;1;1;1;1;-1;1;64
69615;-1;0;1;1;1;-1;-1;66
69616;-1;0;-1;0;-1;1;-1;86
69617;1;-1;1;1;-1;-1;-1;100
69618;-1;0;-1;0;-1;-1;-1;100
69619;1;1;-1;0;-1;-1;-1;85
69620;1;-1;-1;0;-1;-1;1;100
69621;1;1;-1;0;1;1;1;56
69622;-1;0;1;-1;1;1;1;97
69623;-1;0;-1;0;-1;1;1;100
69624;-1;0;1;-1;-1;-1;-1;100
69625;-1;0;1;-1;1;-1;-1;85
69626;-1;0;-1;0;-1;1;-1;99
69627;1;1;-1;0;1;1;-1;22
69628;-1;0;1;-1;1;-1;-1;95
69629;1;1;-1;0;1;-1;-1;33
69630;-1;0;-1;0;-1;-1;1;100
69631;-1;0;-1;0;-1;-1;-1;100
69632;-1;0;-1;0;-1;-1;1;100
69633;-1;0;-1;0;-1;1;1;100
69634;1;-1;1;1;-1;-1;1;100
69635;1;1;-1;0;-1;1;1;100
69636;-1;0;-1;0;1;1;-1;61
69637;-1;0;-1;0;1;1;1;88
69638;-1;0;1;-1;1;1;1;79
69639;-1;0;-1;0;-1;-1;1;100
69640;1;-1;-1;0;1;1;1;85
69641;-1;0;1;-1;-1;-1;-1;100
69642;1;-1;-1;0;-1;-1;1;100
69643;1;-1;-1;0;-1;-1;1;100
69644;1;1;1;-1;1;1;1;71
69645;1;1;-1;0;-1;1;1;100
69646;-1;0;1;1;-1;1;-1;98
69647;-1;0;1;-1;-1;1;1;100
69648;1;-1;1;1;1;-1;-1;100
69649;1;1;1;1;1;1;-1;51
69650;-1;0;-1;0;1;-1;-1;57
69651;-1;0;1;-1;1;-1;1;100
69652;1;1;1;1;1;-1;-1;75
69653;-1;0;1;-1;-1;1;-1;100
69654;1;-1;1;-1;-1;-1;1;100
69655;-1;0;1;1;1;1;1;66
69656;-1;0;1;1;-1;-1;-1;100
69657;1;1;1;1;-1;-1;1;100
69658;1;-1;1;-1;-1;1;1;100
69659;1;-1;1;1;1;-1;1;100
69660;1;1;-1;0;1;1;-1;22
69661;1;-1;-1;0;1;1;1;95
69662;-1;0;1;-1;-1;1;1;100
69663;1;-1;-1;0;1;1;-1;78
69664;1;-1;-1;0;1;1;1;73
69665;1;-1;1;-1;-1;-1;1;100
69666;1;1;-1;0;1;1;-1;20
69667;1;-1;-1;0;1;1;1;82
69668;-1;0;1;1;-1;1;1;100
69669;1;1;1;1;1;-1;1;87
69670;1;-1;1;1;1;1;1;100
69671;-1;0;1;-1;-1;-1;1;100
69672;-1;0;1;1;1;1;-1;75
69673;-1;0;-1;0;1;-1;1;79
69674;1;1;-1;0;-1;-1;1;100
69675;1;1;1;1;1;1;1;41
69676;-1;0;-1;0;-1;1;1;100
69677;1;-1;1;-1;-1;-1;-1;100
69678;1;-1;-1;0;1;-1;1;91
69679;1;1;-1;0;-1;-1;-1;92
69680;-1;0;-1;0;1;1;1;69
69681;1;-1;1;-1;1;1;-1;100
69682;-1;0;1;-1;-1;-1;1;100
69683;1;1;1;-1;-1;-1;1;100
69684;-1;0;-1;0;1;1;-1;46
69685;-1;0;1;1;1;-1;-1;65
69686;1;-1;1;1;1;1;1;100
69687;-1;0;1;-1;-1;1;-1;100
69688;-1;0;-1;0;-1;1;-1;97
69689;-1;0;-1;0;-1;1;-1;92
69690;-1;0;1;1;-1;1;1;100
69691;-1;0;-1;0;1;-1;1;92
69692;-1;0;1;1;1;-1;1;93
69693;-1;0;-1;0;-1;-1;1;100
69694;1;1;1;-1;-1;1;-1;97
69695;-1;0;-1;0;-1;-1;1;100
69696;1;-1;1;-1;1;1;1;100
69697;1;1;1;1;-1;1;1;100
69698;1;-1;1;-1;1;-1;1;100
69699;1;-1;1;1;-1;1;1;100
69700;1;-1;1;1;-1;1;-1;100
69701;-1;0;1;-1;-1;-1;1;100
69702;-1;0;1;1;-1;-1;-1;100
69703;-1;0;-1;0;1;1;-1;68
69704;1;1;-1;0;1;-1;1;46
69705;-1;0;-1;0;-1;1;-1;79
69706;1;-1;1;1;1;-1;-1;89
69707;1;1;-1;0;1;1;-1;33
69708;-1;0;1;-1;-1;1;-1;100
69709;1;-1;-1;0;1;-1;-1;83
69710;-1;0;-1;0;1;-1;-1;71
69711;1;1;-1;0;-1;-1;1;100
69712;1;1;1;1;1;-1;1;85
69713;-1;0;-1;0;1;-1;-1;80
69714;1;-1;-1;0;-1;-1;1;100
69715;-1;0;-1;0;-1;1;1;99
69716;1;-1;-1;0;1;-1;1;100
69717;-1;0;1;-1;-1;-1;1;100
69718;-1;0;1;-1;-1;-1;1;100
69719;1;-1;1;-1;1;-1;-1;100
69720;1;1;-1;0;-1;-1;-1;100
69721;-1;0;-1;0;1;1;1;57
69722;-1;0;1;-1;1;-1;1;100
69723;-1;0;1;1;-1;-1;-1;100
69724;-1;0;1;1;-1;1;-1;98
69725;1;-1;-1;0;-1;-1;1;100
69726;1;-1;1;-1;-1;-1;-1;100
69727;1;-1;-1;0;-1;-1;-1;100
69728;-1;0;1;1;1;-1;1;80
69729;1;1;1;1;-1;-1;1;100
69730;-1;0;-1;0;1;-1;-1;75
69731;-1;0;-1;0;-1;1;-1;93
69732;-1;0;1;-1;-1;1;1;100
69733;-1;0;-1;0;1;1;1;69
69734;1;-1;1;-1;1;1;1;100
69735;-1;0;-1;0;-1;1;-1;100
69736;-1;0;1;-1;1;1;1;84
69737;-1;0;-1;0;-1;1;-1;95
69738;1;-1;1;1;1;1;1;100
69739;1;1;-1;0;-1;-1;1;100
69740;-1;0;-1;0;-1;1;1;100
69741;-1;0;1;1;-1;-1;1;100
69742;1;-1;1;-1;-1;1;1;100
69743;1;-1;-1;0;-1;-1;-1;100
69744;1;-1;-1;0;-1;-1;1;100
69745;-1;0;-1;0;-1;-1;-1;100
69746;1;-1;-1;0;-1;-1;-1;100
69747;1;-1;-1;0;-1;-1;-1;100
69748;1;1;-1;0;-1;-1;1;92
69749;1;-1;1;1;-1;1;-1;100
69750;1;-1;1;-1;-1;1;-1;100
69751;1;1;1;1;1;1;1;88
69752;-1;0;-1;0;-1;1;1;100
69753;1;1;1;1;-1;-1;-1;99
